sub_id,condition,value
1001,tpj,door_win,0.7390668988,,
1001,tpj,door_win,0.9131115079,,
1001,tpj,door_win,2.129731894,,
1001,tpj,door_win,2.880264997,,
1001,tpj,door_win,3.303145885,,
1001,tpj,door_win,4.088928699,,
1001,tpj,door_win,1.402195215,,
1001,tpj,door_win,2.212857962,,
1001,tpj,door_win,1.951861978,,
1001,tpj,door_win,2.107368708,,
1001,tpj,door_win,3.356190443,,
1001,tpj,door_win,3.943516731,,
1001,tpj,door_win,3.044465065,,
1001,tpj,door_win,3.694386959,,
1001,tpj,door_win,1.645433903,,
1001,tpj,door_win,1.51174593,,
1001,tpj,door_win,1.301964402,,
1001,tpj,door_win,1.069269061,,
1001,tpj,door_win,1.164240003,,
1001,tpj,door_win,4.368603706,,
1001,tpj,door_win,3.956731796,,
1001,tpj,door_win,2.512731791,,
1001,tpj,door_win,1.679584026,,
1001,tpj,door_win,0.09568435699,,
1001,tpj,door_win,-1.057958722,,
1001,tpj,door_win,-0.7149121761,,
1001,tpj,door_win,2.35023427,,
1001,tpj,door_win,2.729207516,,
1001,tpj,door_win,3.743900537,,
1001,tpj,door_win,3.606229544,,
1001,tpj,door_win,3.36683321,,
1001,tpj,door_win,3.568065405,,
1001,tpj,door_win,4.186724186,,
1001,tpj,door_win,3.68555975,,
1001,tpj,door_win,3.323667049,,
1001,tpj,door_win,3.688416958,,
1001,tpj,door_win,3.295278311,,
1001,tpj,door_win,3.060909986,,
1001,tpj,door_win,3.310724735,,
1001,tpj,door_win,4.160429478,,
1001,tpj,door_win,3.975644827,,
1001,tpj,door_win,3.187800407,,
1001,tpj,door_win,3.636941433,,
1001,tpj,door_win,2.881149054,,
1001,tpj,door_win,2.569046974,,
1001,tpj,door_win,1.367566943,,
1001,tpj,door_win,0.4778200388,,
1001,tpj,door_win,1.001069069,,
1001,tpj,door_win,2.936770439,,
1001,tpj,door_win,3.003126144,,
1001,tpj,door_win,2.664836884,,
1001,tpj,door_win,2.053412437,,
1001,tpj,door_win,0.3488071263,,
1001,tpj,door_win,-1.372396469,,
1001,tpj,door_win,-1.653423071,,
1001,tpj,door_win,-1.544198513,,
1001,tpj,door_win,-1.499446511,,
1001,tpj,door_win,5.423157215,,
1001,tpj,door_win,4.527595043,,
1001,tpj,door_win,4.158087254,,
1001,tpj,door_win,3.974428654,,
1001,tpj,door_win,4.465682507,,
1001,tpj,door_win,3.269236326,,
1001,tpj,door_win,3.182079315,,
1001,tpj,door_win,2.534582615,,
1001,tpj,door_win,2.582435846,,
1001,tpj,door_win,2.204430103,,
1001,tpj,door_win,4.028582573,,
1001,tpj,door_win,3.705527306,,
1001,tpj,door_win,2.89013648,,
1001,tpj,door_win,2.829731941,,
1001,tpj,door_win,2.601948261,,
1001,tpj,door_win,3.011932135,,
1001,tpj,door_win,2.522085667,,
1001,tpj,door_win,1.133298993,,
1001,tpj,door_win,2.577475548,,
1001,tpj,door_win,3.091650486,,
1001,tpj,door_win,3.165777922,,
1001,tpj,door_win,2.714918613,,
1001,tpj,door_win,2.50191617,,
1001,tpj,door_win,1.721972585,,
1001,tpj,door_win,1.044618726,,
1001,tpj,door_win,0.715246737,,
1001,tpj,door_win,1.43301034,,
1001,tpj,door_win,1.92280376,,
1001,tpj,door_win,1.774365306,,
1001,tpj,door_win,1.491354823,,
1001,tpj,door_win,1.680323005,,
1001,tpj,door_win,0.9603641033,,
1001,tpj,door_win,-0.7505359054,,
1001,tpj,door_win,-1.429200292,,
1001,tpj,door_win,-1.520498395,,
1001,tpj,door_win,-1.640173554,,
1001,tpj,door_win,5.569620609,,
1001,tpj,door_win,5.077004433,,
1001,tpj,door_win,4.419609547,,
1001,tpj,door_win,4.211041451,,
1001,tpj,door_win,5.059050083,,
1001,tpj,door_win,4.875977993,,
1001,tpj,door_win,4.850325108,,
1001,tpj,door_win,3.997733355,,
1001,tpj,door_win,4.33607626,,
1001,tpj,door_win,4.168926239,,
1001,tpj,door_win,3.905625105,,
1001,tpj,door_win,4.018156052,,
1001,tpj,door_win,3.213899136,,
1001,tpj,door_win,2.668002367,,
1001,tpj,door_win,1.80011332,,
1001,tpj,door_win,4.054648399,,
1001,tpj,door_win,3.495926857,,
1001,tpj,door_win,2.281259298,,
1001,tpj,door_win,1.969418406,,
1001,tpj,door_win,2.371196508,,
1001,tpj,door_win,2.245303631,,
1001,tpj,door_win,0.9943116903,,
1001,tpj,door_win,-0.2507512271,,
1001,tpj,door_win,2.663868427,,
1001,tpj,door_win,2.996791363,,
1001,tpj,door_win,2.937069654,,
1001,tpj,door_win,2.330106497,,
1001,tpj,door_win,1.863591194,,
1001,tpj,door_win,1.970124006,,
1001,tpj,door_win,1.450082064,,
1001,tpj,door_win,0.1754778475,,
1001,tpj,door_win,1.61492908,,
1001,tpj,door_win,2.211918116,,
1001,tpj,door_win,1.57980907,,
1001,tpj,door_win,1.396039844,,
1001,tpj,door_win,1.112774372,,
1001,tpj,door_win,-0.06824146211,,
1001,tpj,door_win,-0.9155935645,,
1001,tpj,door_win,-0.9430245161,,
1001,tpj,door_win,-1.146785736,,
1001,tpj,door_win,5.178739071,,
1001,tpj,door_win,4.826377869,,
1001,tpj,door_win,4.630984306,,
1001,tpj,door_win,5.067472458,,
1001,tpj,door_win,4.64450407,,
1001,tpj,door_win,5.35457325,,
1001,tpj,door_win,5.202661991,,
1001,tpj,door_win,5.081276417,,
1001,tpj,door_win,4.319698811,,
1001,tpj,door_win,4.277341366,,
1001,tpj,door_win,4.164070129,,
1001,tpj,door_win,3.948346615,,
1001,tpj,door_win,4.667424679,,
1001,tpj,door_win,4.742287636,,
1001,tpj,door_win,4.891089439,,
1001,tpj,door_win,4.488811016,,
1001,tpj,door_win,3.833379507,,
1001,tpj,door_win,2.977671623,,
1001,tpj,door_win,4.697816372,,
1001,tpj,door_win,3.920707941,,
1001,tpj,door_win,2.646813631,,
1001,tpj,door_win,2.562198877,,
1001,tpj,door_win,3.184469223,,
1001,tpj,door_win,3.25850153,,
1001,tpj,door_win,1.569070458,,
1001,tpj,door_win,0.3984232545,,
1001,tpj,door_win,3.871123791,,
1001,tpj,door_win,3.362869024,,
1001,tpj,door_win,2.410971165,,
1001,tpj,door_win,2.015761614,,
1001,tpj,door_win,2.380161762,,
1001,tpj,door_win,2.224040031,,
1001,tpj,door_win,1.459107995,,
1001,tpj,door_win,1.704644203,,
1001,tpj,door_win,1.215953588,,
1001,tpj,door_win,0.7630007863,,
1001,tpj,door_win,1.430829167,,
1001,tpj,door_win,1.798927307,,
1001,tpj,door_win,1.574019194,,
1001,tpj,door_win,4.465666771,,
1001,tpj,door_win,5.26466465,,
1001,tpj,door_win,4.850108147,,
1001,tpj,door_win,4.423975468,,
1001,tpj,door_win,4.917980194,,
1001,tpj,door_win,4.59180212,,
1001,tpj,door_win,4.720853806,,
1001,tpj,door_win,4.567735195,,
1001,tpj,door_win,4.183643341,,
1001,tpj,door_win,3.606398821,,
1001,tpj,door_win,3.925772905,,
1001,tpj,door_win,4.069442272,,
1001,tpj,door_win,4.129013062,,
1001,tpj,door_win,4.351837635,,
1001,tpj,door_win,3.934883595,,
1001,tpj,door_win,4.14647913,,
1001,tpj,door_win,4.166778088,,
1001,tpj,door_win,3.495220423,,
1001,tpj,door_win,2.850235939,,
1001,tpj,door_win,4.913681984,,
1001,tpj,door_win,4.044565201,,
1001,tpj,door_win,2.90640521,,
1001,tpj,door_win,3.23716116,,
1001,tpj,door_win,2.517030954,,
